"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000006025";-2,33209318619738;1,69372858460127e-19;1,12650911583264e-18;"OSBPL7";"17";47807367;47821822;"-";14456;"protein_coding";"oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]"
"ENSG00000006047";-11,7836089080736;8,86344107152093e-16;4,83648240478494e-15;"YBX2";"17";7288252;7294557;"-";6306;"protein_coding";"Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]"
"ENSG00000006118";-1,57323177814841;3,95725361462e-51;7,73806027395283e-50;"TMEM132A";"11";60924441;60937159;"+";12719;"protein_coding";"transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
"ENSG00000006282";-3,25265247941778;3,18377764070313e-83;1,24219643582457e-81;"SPATA20";"17";50547089;50555852;"+";8764;"protein_coding";"spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]"
"ENSG00000006432";-1,43693510033368;7,96662455874632e-20;5,36520529947012e-19;"MAP3K9";"14";70722526;70809262;"-";86737;"protein_coding";"mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]"
"ENSG00000006453";-2,44300407463221;2,53158303319402e-05;6,22171249367408e-05;"BAIAP2L1";"7";98291650;98401115;"-";109466;"protein_coding";"BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]"
"ENSG00000006740";-6,22207040027045;3,66417380959291e-32;4,10946240818109e-31;"ARHGAP44";"17";12789512;12991644;"+";202133;"protein_coding";"Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]"
"ENSG00000006747";-2,56200686415451;0,0198313864751531;0,0329749374353261;"SCIN";"7";12570363;12653603;"+";83241;"protein_coding";"scinderin [Source:HGNC Symbol;Acc:HGNC:21695]"
"ENSG00000006756";-2,98868564730498;3,85384004139688e-47;6,85810228351795e-46;"ARSD";"X";2903970;2929375;"-";25406;"protein_coding";"arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]"
"ENSG00000006757";-6,15756430462517;5,93540185753335e-17;3,44216030265394e-16;"PNPLA4";"X";7898763;7928587;"-";29825;"protein_coding";"patatin like domain 4, phospholipase and triacylglycerol lipase  [Source:HGNC Symbol;Acc:HGNC:24887]"
"ENSG00000007255";-4,52828662000592;2,27077010168407e-58;5,36114628694474e-57;"TRAPPC6A";"19";45162928;45179266;"-";16339;"protein_coding";"trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069]"
"ENSG00000007264";-12,1081754662525;1,17261610491215e-16;6,68154003419431e-16;"MATK";"19";3777969;3801812;"-";23844;"protein_coding";"megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]"
"ENSG00000007314";-4,12588859035198;0,000705196680475884;0,00145802637469706;"SCN4A";"17";63938554;63972918;"-";34365;"protein_coding";"sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]"
"ENSG00000007376";-1,41404388329233;6,06631037683968e-23;4,74485387169187e-22;"RPUSD1";"16";784974;788383;"-";3410;"protein_coding";"RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]"
"ENSG00000007384";-2,88647507294265;1,59631749301085e-63;4,32828597901034e-62;"RHBDF1";"16";58059;76355;"-";18297;"protein_coding";"rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]"
"ENSG00000007402";-4,86001271057221;1,88690232615472e-05;4,69283309337388e-05;"CACNA2D2";"3";50362613;50504244;"-";141632;"protein_coding";"calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]"
"ENSG00000007516";-5,65684697981291;1,62312014716381e-05;4,07213282505807e-05;"BAIAP3";"16";1333605;1349441;"+";15837;"protein_coding";"BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]"
"ENSG00000007541";-1,32029738589536;5,01888386952746e-19;3,25093019467716e-18;"PIGQ";"16";569968;584136;"+";14169;"protein_coding";"phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]"
"ENSG00000007866";-4,68372965909539;2,12884553986541e-117;1,53175505273173e-115;"TEAD3";"6";35473597;35497084;"-";23488;"protein_coding";"TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716]"
"ENSG00000007944";-1,10355746446214;3,89842651493067e-07;1,14237918026556e-06;"MYLIP";"6";16129086;16151015;"+";21930;"protein_coding";"myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]"
"ENSG00000008283";-5,73722099367452;1,62530512556778e-286;1,17453028226357e-283;"CYB561";"17";63432303;63446361;"-";14059;"protein_coding";"cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]"
"ENSG00000008300";-1,07175955937197;2,33085748591152e-11;9,67320406325477e-11;"CELSR3";"3";48636463;48662915;"-";26453;"protein_coding";"cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]"
"ENSG00000008323";-3,67064443030803;5,86818948793029e-21;4,19325784518011e-20;"PLEKHG6";"12";6310436;6328506;"+";18071;"protein_coding";"pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]"
"ENSG00000008382";-1,26337590247929;4,99255462484074e-10;1,87910440261499e-09;"MPND";"19";4343527;4360086;"+";16560;"protein_coding";"MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]"
"ENSG00000008513";-1,22255379931257;2,84835943552722e-12;1,2617959002638e-11;"ST3GAL1";"8";133454848;133572534;"-";117687;"protein_coding";"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]"
"ENSG00000008516";-3,73069916701469;1,97751639538452e-07;5,96954231886779e-07;"MMP25";"16";3045963;3060729;"+";14767;"protein_coding";"matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]"
"ENSG00000008735";-2,45377331547497;0,00954635981152357;0,0167391123987059;"MAPK8IP2";"22";50600685;50613981;"+";13297;"protein_coding";"mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]"
"ENSG00000009307";-1,930380054773;1,39572303352167e-121;1,08912265446778e-119;"CSDE1";"1";114716913;114758050;"-";41138;"protein_coding";"cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]"
"ENSG00000009950";-6,46130673724276;0,00602889986323158;0,0109050326071142;"MLXIPL";"7";73593194;73624543;"-";31350;"protein_coding";"MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]"
"ENSG00000010278";-4,01946524802324;6,63596007751883e-29;6,58092437043201e-28;"CD9";"12";6199707;6238271;"+";38565;"protein_coding";"CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]"
"ENSG00000010626";-1,4029346617512;0,000827227495478243;0,00169661256198715;"LRRC23";"12";6904733;6914242;"+";9510;"protein_coding";"leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]"
"ENSG00000011009";-1,66027323099459;5,17766491547431e-23;4,05933813962729e-22;"LYPLA2";"1";23790789;23795539;"+";4751;"protein_coding";"lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738]"
"ENSG00000011143";-1,66056421234847;2,91385593124232e-16;1,63013124985455e-15;"MKS1";"17";58205436;58219605;"-";14170;"protein_coding";"MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121]"
"ENSG00000011201";-8,59178999172565;1,21022221154048e-07;3,72088482760162e-07;"ANOS1";"X";8528874;8732187;"-";203314;"protein_coding";"anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]"
"ENSG00000011347";-6,75654378180215;4,14309419710783e-05;9,93541605109353e-05;"SYT7";"11";61513716;61588404;"-";74689;"protein_coding";"synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]"
"ENSG00000011454";-1,21633920254721;4,63703130259631e-26;4,11490108277914e-25;"RABGAP1";"9";122931640;123104869;"+";173230;"protein_coding";"RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]"
"ENSG00000011590";-3,3039187044518;0,000897157866177015;0,00182942717381035;"ZBTB32";"19";35704481;35717048;"+";12568;"protein_coding";"zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]"
"ENSG00000011638";-3,6887872045248;9,81069221241996e-32;1,07846240253064e-30;"TMEM159";"16";21158349;21180616;"+";24090;"protein_coding";"lipid droplet assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30136]"
"ENSG00000012171";-2,62788486691537;6,60538586417905e-49;1,21716317570421e-47;"SEMA3B";"3";50267558;50277171;"+";9614;"protein_coding";"semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]"
"ENSG00000012211";-3,13810939297111;1,90889255104152e-35;2,43684355536568e-34;"PRICKLE3";"X";49174802;49186400;"-";11599;"protein_coding";"prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]"
"ENSG00000013306";-1,68958439783425;4,51342480842758e-32;5,03812180932672e-31;"SLC25A39";"17";44319625;44324870;"-";5246;"protein_coding";"solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]"
"ENSG00000013523";-2,36163304505403;1,83527719815947e-20;1,28061050842185e-19;"ANGEL1";"14";76786473;76812940;"-";26468;"protein_coding";"angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]"
"ENSG00000013563";-1,47644566919165;4,37578861109135e-13;2,04125687636681e-12;"DNASE1L1";"X";154401236;154412101;"-";10866;"protein_coding";"deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]"
"ENSG00000013588";-5,88379893452297;2,45642409428798e-231;8,1656449742321e-229;"GPRC5A";"12";12891022;12913666;"+";22645;"protein_coding";"G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]"
"ENSG00000013725";-5,58102460376245;0,0303806962613137;0,0486612269981011;"CD6";"11";60971641;61020377;"+";48737;"protein_coding";"CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]"
"ENSG00000014138";-1,26853472301835;5,50808384132833e-24;4,49434764490516e-23;"POLA2";"11";65261852;65306269;"+";44418;"protein_coding";"DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]"
"ENSG00000014216";-2,42058107667858;7,3555607859891e-97;3,70475078254318e-95;"CAPN1";"11";65181215;65212006;"+";30792;"protein_coding";"calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]"
"ENSG00000015133";-7,89155364663737;5,96756814470751e-129;5,33263172759051e-127;"CCDC88C";"14";91271323;91417844;"-";146522;"protein_coding";"coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]"
"ENSG00000015285";-5,03926467592091;1,83036758310982e-14;9,22733988440048e-14;"WAS";"X";48683753;48691427;"+";7675;"protein_coding";"WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]"
"ENSG00000015413";-5,74030759850821;0,0229636448861623;0,0377339339251512;"DPEP1";"16";89613308;89641540;"+";28233;"protein_coding";"dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]"
"ENSG00000015475";-2,14258781728897;2,53837349634355e-58;5,9844405507413e-57;"BID";"22";17734140;17774665;"-";40526;"protein_coding";"BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]"
"ENSG00000015520";-3,27843358319856;0,0187370260954211;0,0313024535864905;"NPC1L1";"7";44512440;44541651;"-";29212;"protein_coding";"NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]"
"ENSG00000016391";-3,14258008503575;3,12056847065988e-37;4,19975453852938e-36;"CHDH";"3";53812335;53846464;"-";34130;"protein_coding";"choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]"
"ENSG00000018280";-6,86129613979872;0,000599698193834405;0,00125189445864376;"SLC11A1";"2";218381766;218396894;"+";15129;"protein_coding";"solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]"
"ENSG00000019186";-4,54330052469996;3,31857258135444e-60;8,29443531950257e-59;"CYP24A1";"20";54145731;54174032;"-";28302;"protein_coding";"cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]"
"ENSG00000019505";-5,31078113308338;0,02084497926554;0,0345462558951581;"SYT13";"11";45240302;45286333;"-";46032;"protein_coding";"synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]"
"ENSG00000021300";-1,32930668581643;0,0126104937602299;0,0216774244274259;"PLEKHB1";"11";73646178;73662819;"+";16642;"protein_coding";"pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]"
"ENSG00000021355";-2,13602547908317;4,25838592633324e-26;3,78697873095691e-25;"SERPINB1";"6";2832332;2842049;"-";9718;"protein_coding";"serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]"
"ENSG00000021762";-1,3511650095528;4,19649845539441e-10;1,58775326262487e-09;"OSBPL5";"11";3087116;3165352;"-";78237;"protein_coding";"oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]"
"ENSG00000022976";-1,3938335897095;5,24370710386228e-18;3,21133587963504e-17;"ZNF839";"14";102317377;102343174;"+";25798;"protein_coding";"zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]"
"ENSG00000023892";-5,59047373874607;6,67329496060859e-37;8,90898277431931e-36;"DEF6";"6";35297818;35321771;"+";23954;"protein_coding";"DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]"
"ENSG00000025434";-2,50723195082611;1,54243039026163e-14;7,79469003239238e-14;"NR1H3";"11";47248300;47269033;"+";20734;"protein_coding";"nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]"
"ENSG00000026559";-2,15585401532041;8,27404684116711e-14;4,00824635811829e-13;"KCNG1";"20";51003656;51023176;"-";19521;"protein_coding";"potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]"
"ENSG00000027075";-4,90084114603415;7,16653816022059e-116;5,00483322525321e-114;"PRKCH";"14";61187305;61550980;"+";363676;"protein_coding";"protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]"
"ENSG00000028116";-3,97387624079445;2,55560548334683e-29;2,56812084272719e-28;"VRK2";"2";57907651;58164001;"+";256351;"protein_coding";"VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]"
"ENSG00000029534";-2,45807331495389;1,32853841375264e-09;4,81186249182448e-09;"ANK1";"8";41653225;41896762;"-";243538;"protein_coding";"ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]"
"ENSG00000029559";-5,52258297793862;0,000131065969076585;0,000296387411159444;"IBSP";"4";87799550;87812449;"+";12900;"protein_coding";"integrin binding sialoprotein [Source:HGNC Symbol;Acc:HGNC:5341]"
"ENSG00000030110";-1,46918869261134;8,40728828591636e-21;5,96913876976573e-20;"BAK1";"6";33572546;33580296;"-";7751;"protein_coding";"BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]"
"ENSG00000030419";-3,0362126539889;1,38200168878247e-15;7,45787339910826e-15;"IKZF2";"2";212999684;213155297;"-";155614;"protein_coding";"IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]"
"ENSG00000030582";-1,08757160344251;9,34137113979352e-12;3,99030916768204e-11;"GRN";"17";44345086;44353106;"+";8021;"protein_coding";"granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]"
"ENSG00000032219";-1,54073603215838;1,51010130250259e-14;7,64293354107658e-14;"ARID4A";"14";58298385;58373733;"+";75349;"protein_coding";"AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]"
"ENSG00000034713";-1,28139353262104;2,44571287971269e-20;1,69658571676564e-19;"GABARAPL2";"16";75566351;75577881;"+";11531;"protein_coding";"GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]"
"ENSG00000035115";-1,60972053225812;4,55847158601766e-19;2,95615904140458e-18;"SH3YL1";"2";218136;264866;"-";46731;"protein_coding";"SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]"
"ENSG00000035664";-1,20400275473584;1,01756706928516e-07;3,14484608750255e-07;"DAPK2";"15";63907036;64046470;"-";139435;"protein_coding";"death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]"
"ENSG00000036530";-3,31343948673832;4,26762237966753e-08;1,36329332255341e-07;"CYP46A1";"14";99684262;99727321;"+";43060;"protein_coding";"cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]"
"ENSG00000036672";-2,30095208954581;3,73150967090502e-07;1,09578484523167e-06;"USP2";"11";119355215;119381726;"-";26512;"protein_coding";"ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]"
"ENSG00000037241";-1,7010232376219;6,67060330931072e-28;6,36464394971605e-27;"RPL26L1";"5";172953677;172969771;"+";16095;"protein_coding";"ribosomal protein L26 like 1 [Source:HGNC Symbol;Acc:HGNC:17050]"
"ENSG00000037280";-6,92874967298056;0,000562741165666063;0,00117844537161845;"FLT4";"5";180601506;180650298;"-";48793;"protein_coding";"fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]"
"ENSG00000037637";-1,14238421908952;1,39693255429455e-13;6,68925842262454e-13;"FBXO42";"1";16246840;16352491;"-";105652;"protein_coding";"F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]"
"ENSG00000037757";-1,17000465009364;2,90320636099466e-13;1,36581355579089e-12;"MRI1";"19";13764492;13774282;"+";9791;"protein_coding";"methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469]"
"ENSG00000038358";-1,1371993289914;6,96894987524299e-21;4,96489137918619e-20;"EDC4";"16";67873023;67884514;"+";11492;"protein_coding";"enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157]"
"ENSG00000039068";-8,43295335221614;0;0;"CDH1";"16";68737290;68835542;"+";98253;"protein_coding";"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]"
"ENSG00000040199";-1,09909150343304;6,77970185174972e-14;3,29489545257111e-13;"PHLPP2";"16";71644924;71724701;"-";79778;"protein_coding";"PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]"
"ENSG00000040608";-4,66764502842178;1,82349124985568e-18;1,14760500052447e-17;"RTN4R";"22";20241415;20268293;"-";26879;"protein_coding";"reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]"
"ENSG00000041353";-2,07597908789717;2,99966386876599e-18;1,86592115130088e-17;"RAB27B";"18";54717842;54895516;"+";177675;"protein_coding";"RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]"
"ENSG00000042062";-5,02068954339867;3,62168535868094e-31;3,88612216569632e-30;"RIPOR3";"20";50586108;50692004;"-";105897;"protein_coding";"RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]"
"ENSG00000042493";-6,59211223469097;5,8743828967036e-131;5,30641946337557e-129;"CAPG";"2";85394748;85418467;"-";23720;"protein_coding";"capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]"
"ENSG00000043039";-5,01622514230721;7,41924570061089e-13;3,41215503015644e-12;"BARX2";"11";129375237;129452279;"+";77043;"protein_coding";"BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]"
"ENSG00000044090";-1,60360842411458;1,91626445044853e-29;1,93618428151399e-28;"CUL7";"6";43037617;43053945;"-";16329;"protein_coding";"cullin 7 [Source:HGNC Symbol;Acc:HGNC:21024]"
"ENSG00000046647";-1,79937902316228;1,65515912056705e-09;5,94948091326665e-09;"GEMIN8";"X";14002494;14029918;"-";27425;"protein_coding";"gem nuclear organelle associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044]"
"ENSG00000047230";-1,58773105008328;8,36666939203966e-24;6,77692066106682e-23;"CTPS2";"X";16587999;16712979;"-";124981;"protein_coding";"CTP synthase 2 [Source:HGNC Symbol;Acc:HGNC:2520]"
"ENSG00000047346";-2,83986372429474;4,49467430225795e-38;6,20481574566689e-37;"FAM214A";"15";52581321;52709817;"-";128497;"protein_coding";"atos homolog A [Source:HGNC Symbol;Acc:HGNC:25609]"
"ENSG00000047365";-1,95521552582297;4,47935928278447e-12;1,95667360418293e-11;"ARAP2";"4";36005186;36244833;"-";239648;"protein_coding";"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]"
"ENSG00000047617";-4,20932406686385;0,0125645737974202;0,0216007220818081;"ANO2";"12";5560241;5948790;"-";388550;"protein_coding";"anoctamin 2 [Source:HGNC Symbol;Acc:HGNC:1183]"
"ENSG00000047644";-1,83968971304214;1,0433939689325e-44;1,75528857870719e-43;"WWC3";"X";10015755;10144478;"+";128724;"protein_coding";"WWC family member 3 [Source:HGNC Symbol;Acc:HGNC:29237]"
"ENSG00000048140";-1,05920842242923;6,10473298239621e-15;3,16194349954526e-14;"TSPAN17";"5";176647387;176659058;"+";11672;"protein_coding";"tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]"
"ENSG00000048471";-1,18970845929608;4,49531117038121e-07;1,31173748179259e-06;"SNX29";"16";11976734;12574289;"+";597556;"protein_coding";"sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542]"
"ENSG00000049089";-2,63705458223304;2,09593873488581e-06;5,76764862790349e-06;"COL9A2";"1";40300487;40317653;"-";17167;"protein_coding";"collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]"
"ENSG00000049239";-1,25013728827559;1,14822940705033e-08;3,85939756816654e-08;"H6PD";"1";9234767;9271337;"+";36571;"protein_coding";"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]"
"ENSG00000049283";-8,8428909050076;9,95706910795854e-07;2,82513563747659e-06;"EPN3";"17";50532687;50543750;"+";11064;"protein_coding";"epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]"
"ENSG00000049768";-4,42183924620178;2,44425926925637e-11;1,01311803776334e-10;"FOXP3";"X";49250436;49264932;"-";14497;"protein_coding";"forkhead box P3 [Source:HGNC Symbol;Acc:HGNC:6106]"
"ENSG00000049769";-1,51798750018878;7,36486208628777e-08;2,30053322187914e-07;"PPP1R3F";"X";49269822;49301465;"+";31644;"protein_coding";"protein phosphatase 1 regulatory subunit 3F [Source:HGNC Symbol;Acc:HGNC:14944]"
"ENSG00000050030";-3,90718565745953;0,000542380552719829;0,00113882101651797;"NEXMIF";"X";74732856;74925452;"-";192597;"protein_coding";"neurite extension and migration factor [Source:HGNC Symbol;Acc:HGNC:29433]"
