"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000132470";"ITGB4";"integrin subunit beta 4";44,7255850505153
"ENSG00000141526";"SLC16A3";"solute carrier family 16 member 3";44,4978338165936
"ENSG00000245060";"LINC00847";"long intergenic non-protein coding RNA 847";44,3121547643483
"ENSG00000089250";"NOS1";"nitric oxide synthase 1";43,6745394090182
"ENSG00000090339";"ICAM1";"intercellular adhesion molecule 1";43,4789391459365
"ENSG00000149243";"KLHL35";"kelch like family member 35";43,2071173068876
"ENSG00000141574";"SECTM1";"secreted and transmembrane 1";42,9998191141588
"ENSG00000223552";"CCR5AS";"CCR5 antisense RNA";42,729156592329
"ENSG00000153930";"ANKFN1";"ankyrin repeat and fibronectin type III domain containing 1";42,6322539139269
"ENSG00000042832";"TG";"thyroglobulin";42,537355754609
"ENSG00000103044";"HAS3";"hyaluronan synthase 3";42,2171535732592
"ENSG00000151715";"TMEM45B";"transmembrane protein 45B";42,1547326975006
"ENSG00000137959";"IFI44L";"interferon induced protein 44 like";42,1409439328075
"ENSG00000205922";"ONECUT3";"one cut homeobox 3";41,8405520953371
"ENSG00000160180";"TFF3";"trefoil factor 3";41,8405520953371
"ENSG00000221963";"APOL6";"apolipoprotein L6";41,7406306903782
"ENSG00000186891";"TNFRSF18";"TNF receptor superfamily member 18";41,330126812139
"ENSG00000178776";"C5orf46";"chromosome 5 open reading frame 46";41,3085800692126
"ENSG00000177409";"SAMD9L";"sterile alpha motif domain containing 9 like";41,2265287749159
"ENSG00000164761";"TNFRSF11B";"TNF receptor superfamily member 11b";41,122413676619
"ENSG00000131620";"ANO1";"anoctamin 1";41,0846109453458
"ENSG00000224109";"CENPVL3";"centromere protein V like 3";40,9126096352917
"ENSG00000124664";"SPDEF";"SAM pointed domain containing ETS transcription factor";40,8994900693226
"ENSG00000111321";"LTBR";"lymphotoxin beta receptor";40,6140108460096
"ENSG00000153823";"PID1";"phosphotyrosine interaction domain containing 1";40,5938814200425
"ENSG00000250072";"SH3TC2-DT";"SH3TC2 divergent transcript";40,4865420544934
"ENSG00000171388";"APLN";"apelin";40,239115245382
"ENSG00000157542";"KCNJ6";"potassium inwardly rectifying channel subfamily J member 6";40,0515339989088
"ENSG00000159784";"FAM131B";"family with sequence similarity 131 member B";39,7968005387239
"ENSG00000186642";"PDE2A";"phosphodiesterase 2A";39,7447760297667
"ENSG00000197635";"DPP4";"dipeptidyl peptidase 4";39,6409162119486
"ENSG00000101276";"SLC52A3";"solute carrier family 52 member 3";39,3813350783658
"ENSG00000130813";"SHFL";"shiftless antiviral inhibitor of ribosomal frameshifting";39,3813350783658
"ENSG00000129990";"SYT5";"synaptotagmin 5";39,3813350783658
"ENSG00000130303";"BST2";"bone marrow stromal cell antigen 2";39,3752676762352
"ENSG00000164128";"NPY1R";"neuropeptide Y receptor Y1";39,1922637973142
"ENSG00000102048";"ASB9";"ankyrin repeat and SOCS box containing 9";38,9685712594427
"ENSG00000166825";"ANPEP";"alanyl aminopeptidase, membrane";38,8260014136616
"ENSG00000166828";"SCNN1G";"sodium channel epithelial 1 subunit gamma";38,7286227930575
"ENSG00000138119";"MYOF";"myoferlin";38,5325684254444
"ENSG00000072858";"SIDT1";"SID1 transmembrane family member 1";38,3424067268164
"ENSG00000185247";"MAGEA11";"MAGE family member A11";38,2542085519182
"ENSG00000142185";"TRPM2";"transient receptor potential cation channel subfamily M member 2";38,0239632310847
"ENSG00000214407";"RDUR";"RIG-I dependent antiviral response regulator RNA";38,0127880631108
"ENSG00000248874";"LINC02899";"long intergenic non-protein coding RNA 2899";38,0127880631108
"ENSG00000167601";"AXL";"AXL receptor tyrosine kinase";37,7166459404894
"ENSG00000291065";"LOC441666";"zinc finger protein 91 pseudogene";37,6451826304266
"ENSG00000172260";"NEGR1";"neuronal growth regulator 1";37,6109203919106
"ENSG00000133488";"SEC14L4";"SEC14 like lipid binding 4";37,3963485556561
"ENSG00000173156";"RHOD";"ras homolog family member D";37,3926584207269
"ENSG00000290912";"LOC102723564";"E3 ubiquitin-protein ligase HERC2-like";37,01724602037
"ENSG00000136155";"SCEL";"sciellin";36,5716685276576
"ENSG00000136869";"TLR4";"toll like receptor 4";36,3690700648392
"ENSG00000140945";"CDH13";"cadherin 13";35,6995674351119
"ENSG00000184564";"SLITRK6";"SLIT and NTRK like family member 6";35,6991757577489
"ENSG00000236120";"LINC03070";"long intergenic non-protein coding RNA 3070";35,5624485730465
"ENSG00000254101";"LINC02055";"long intergenic non-protein coding RNA 2055";35,5624485730465
"ENSG00000109321";"AREG";"amphiregulin";35,5130577563264
"ENSG00000196542";"SPTSSB";"serine palmitoyltransferase small subunit B";35,4312495344285
"ENSG00000124249";"KCNK15";"potassium two pore domain channel subfamily K member 15";35,4247730253502
"ENSG00000251226";"LINC02714";"long intergenic non-protein coding RNA 2714";35,4247730253502
"ENSG00000196954";"CASP4";"caspase 4";35,1836947039565
"ENSG00000128165";"ADM2";"adrenomedullin 2";34,721650859497
"ENSG00000169427";"KCNK9";"potassium two pore domain channel subfamily K member 9";34,6106377054389
"ENSG00000141753";"IGFBP4";"insulin like growth factor binding protein 4";34,540094827923
"ENSG00000242575";"TUBAP13";"tubulin alpha pseudogene 13";34,4332290901227
"ENSG00000111863";"ADTRP";"androgen dependent TFPI regulating protein";34,4332290901227
"ENSG00000162631";"NTNG1";"netrin G1";34,3177428671935
"ENSG00000170615";"SLC26A5";"solute carrier family 26 member 5";34,2874150279358
"ENSG00000182256";"GABRG3";"gamma-aminobutyric acid type A receptor subunit gamma3";34,1624203138965
"ENSG00000149596";"JPH2";"junctophilin 2";33,9924926316982
"ENSG00000100097";"LGALS1";"galectin 1";33,8729349869265
"ENSG00000183625";"CCR3";"C-C motif chemokine receptor 3";33,8433477720555
"ENSG00000225206";"MIR137HG";"MIR137 host gene";33,8433477720555
"ENSG00000117226";"GBP3";"guanylate binding protein 3";33,4685633200165
"ENSG00000154175";"ABI3BP";"ABI family member 3 binding protein";33,235247327996
"ENSG00000135114";"OASL";"2'-5'-oligoadenylate synthetase like";33,2350951281408
"ENSG00000105383";"CD33";"CD33 molecule";32,9366388786177
"ENSG00000167157";"PRRX2";"paired related homeobox 2";32,9236791825791
"ENSG00000082126";"MPP4";"MAGUK p55 scaffold protein 4";32,9236791825791
"ENSG00000101842";"VSIG1";"V-set and immunoglobulin domain containing 1";32,7660734574891
"ENSG00000267374";"MIR924HG";"MIR924 host gene";32,7660734574891
"ENSG00000122641";"INHBA";"inhibin subunit beta A";32,6517247074821
"ENSG00000188037";"CLCN1";"chloride voltage-gated channel 1";32,6071722656965
"ENSG00000196154";"S100A4";"S100 calcium binding protein A4";32,5171775541803
"ENSG00000249345";"LINC02405";"long intergenic non-protein coding RNA 2405";32,2853887218433
"ENSG00000140937";"CDH11";"cadherin 11";32,2459538807917
"ENSG00000225614";"ZNF469";"zinc finger protein 469";32,2351223280347
"ENSG00000011677";"GABRA3";"gamma-aminobutyric acid type A receptor subunit alpha3";32,1376323174617
"ENSG00000286106";"NOTCH2NLR";"notch 2 N-terminal like R";32,1224572917817
"ENSG00000139318";"DUSP6";"dual specificity phosphatase 6";31,961789276492
"ENSG00000229689";"ANKRD33BP1";"ANKRD33B pseudogene 1";31,9581321856199
"ENSG00000172995";"ARPP21";"cAMP regulated phosphoprotein 21";31,7923870439516
"ENSG00000101307";"SIRPB1";"signal regulatory protein beta 1";31,6251947263314
"ENSG00000169429";"CXCL8";"C-X-C motif chemokine ligand 8";31,5558224429057
"ENSG00000146477";"SLC22A3";"solute carrier family 22 member 3";31,2505850797098
"ENSG00000132669";"RIN2";"Ras and Rab interactor 2";31,2430149203639
"ENSG00000272808";"GCAWKR";"gastric cancer associated WDR5 and KAT2A binding lncRNA";30,905326401105
"ENSG00000162639";"HENMT1";"HEN methyltransferase 1";30,7665167713047
"ENSG00000165568";"AKR1E2";"aldo-keto reductase family 1 member E2";30,2320165221713
"ENSG00000185904";"LINC00839";"long intergenic non-protein coding RNA 839";30,1581483168525
"ENSG00000135318";"NT5E";"5'-nucleotidase ecto";30,0999499660271
"ENSG00000058085";"LAMC2";"laminin subunit gamma 2";30,0469422922378
"ENSG00000176678";"FOXL1";"forkhead box L1";29,9494613939115
"ENSG00000135480";"KRT7";"keratin 7";29,8670786962306
"ENSG00000128340";"RAC2";"Rac family small GTPase 2";29,7065495552135
"ENSG00000226835";"ARHGAP29-AS1";"ARHGAP29 antisense RNA 1";29,6819174047146
"ENSG00000113263";"ITK";"IL2 inducible T cell kinase";29,6819174047146
"ENSG00000127824";"TUBA4A";"tubulin alpha 4a";29,4381454158057
"ENSG00000175161";"CADM2";"cell adhesion molecule 2";29,3060122851263
"ENSG00000074416";"MGLL";"monoglyceride lipase";29,2941367522387
"ENSG00000162009";"SSTR5";"somatostatin receptor 5";29,2739851866172
"ENSG00000196639";"HRH1";"histamine receptor H1";29,0724696532038
"ENSG00000175874";"CREG2";"cellular repressor of E1A stimulated genes 2";29,0692399086326
"ENSG00000137965";"IFI44";"interferon induced protein 44";28,9951040833624
"ENSG00000287352";"LOC102724858";"uncharacterized LOC102724858";28,9223839244937
"ENSG00000028137";"TNFRSF1B";"TNF receptor superfamily member 1B";28,9223839244937
"ENSG00000100911";"PSME2";"proteasome activator subunit 2";28,9045613130191
"ENSG00000164283";"ESM1";"endothelial cell specific molecule 1";28,7275629893977
"ENSG00000310539";"DDX11L2";"DEAD/H-box helicase 11 like 2 (pseudogene)";28,7275629893977
"ENSG00000135898";"GPR55";"G protein-coupled receptor 55";28,5306754101683
"ENSG00000122862";"SRGN";"serglycin";28,5138074578535
"ENSG00000163739";"CXCL1";"C-X-C motif chemokine ligand 1";28,3316724512887
"ENSG00000224462";"C4BPAP1";"C4BPA pseudogene 1";28,3316724512887
"ENSG00000168306";"ACOX2";"acyl-CoA oxidase 2";28,1843284436551
"ENSG00000153294";"ADGRF4";"adhesion G protein-coupled receptor F4";28,1305035706334
"ENSG00000121797";"CCRL2";"C-C motif chemokine receptor like 2";28,0155894247819
"ENSG00000224271";"EPIC1";"epigenetically induced MYC interacting lncRNA 1";27,9893251030144
"ENSG00000039139";"DNAH5";"dynein axonemal heavy chain 5";27,9540737975682
"ENSG00000309584";"LOC100132154";"ankyrin repeat domain 30B pseudogene";27,9271163274047
"ENSG00000102466";"FGF14";"fibroblast growth factor 14";27,9271163274047
"ENSG00000197249";"SERPINA1";"serpin family A member 1";27,9271163274047
"ENSG00000196878";"LAMB3";"laminin subunit beta 3";27,8350335579287
"ENSG00000048540";"LMO3";"LIM domain only 3";27,7214562840644
"ENSG00000124875";"CXCL6";"C-X-C motif chemokine ligand 6";27,7214562840644
"ENSG00000174791";"RIN1";"Ras and Rab interactor 1";27,6096306889183
"ENSG00000163083";"INHBB";"inhibin subunit beta B";27,5452190364056
"ENSG00000290922";"LOC101927202";"uncharacterized LOC101927202";27,5134669017817
"ENSG00000251538";"LINC02201";"long intergenic non-protein coding RNA 2201";27,5134669017817
"ENSG00000134343";"ANO3";"anoctamin 3";27,5134669017817
"ENSG00000164932";"CTHRC1";"collagen triple helix repeat containing 1";27,5041545731489
"ENSG00000113389";"NPR3";"natriuretic peptide receptor 3";27,4338919876518
"ENSG00000165061";"ZMAT4";"zinc finger matrin-type 4";27,3030894288729
"ENSG00000186777";"ZNF732";"zinc finger protein 732";27,0902627816555
"ENSG00000006756";"ARSD";"arylsulfatase D";27,0033536537265
"ENSG00000226278";"PSPHP1";"phosphoserine phosphatase pseudogene 1";26,9598730720569
"ENSG00000283646";"LINC02009";"long intergenic non-protein coding RNA 2009";26,8749234170872
"ENSG00000258633";"LINC02302";"long intergenic non-protein coding RNA 2302";26,6570051964954
"ENSG00000215808";"LINC01139";"long intergenic non-protein coding RNA 1139";26,6570051964954
"ENSG00000147872";"PLIN2";"perilipin 2";26,5292333389318
"ENSG00000186462";"NAP1L2";"nucleosome assembly protein 1 like 2";26,5189520574594
"ENSG00000134802";"SLC43A3";"solute carrier family 43 member 3";26,5029508302535
"ENSG00000198074";"AKR1B10";"aldo-keto reductase family 1 member B10";26,4364392396324
"ENSG00000125726";"CD70";"CD70 molecule";26,3977057910521
"ENSG00000146858";"ZC3HAV1L";"ZC3HAV1 like";26,2488879625312
"ENSG00000226476";"LINC01748";"long intergenic non-protein coding RNA 1748";26,2131537682168
"ENSG00000237413";"MGC27382";"uncharacterized MGC27382";26,2131537682168
"ENSG00000256128";"LINC00944";"long intergenic non-protein coding RNA 944";26,2131537682168
"ENSG00000123610";"TNFAIP6";"TNF alpha induced protein 6";26,2131537682168
"ENSG00000154330";"PGM5";"phosphoglucomutase 5";26,2028296339971
"ENSG00000163435";"ELF3";"E74 like ETS transcription factor 3";26,124043208716
"ENSG00000139289";"PHLDA1";"pleckstrin homology like domain family A member 1";26,0661511699528
"ENSG00000135905";"DOCK10";"dedicator of cytokinesis 10";25,8870312251019
"ENSG00000185567";"AHNAK2";"AHNAK nucleoprotein 2";25,8778401325684
"ENSG00000164692";"COL1A2";"collagen type I alpha 2 chain";25,7806591523972
"ENSG00000234715";"SLC26A5-AS1";"SLC26A5 antisense RNA 1";25,7581216585495
"ENSG00000115602";"IL1RL1";"interleukin 1 receptor like 1";25,7581216585495
"ENSG00000182809";"CRIP2";"cysteine rich protein 2";25,7261806389118
"ENSG00000119922";"IFIT2";"interferon induced protein with tetratricopeptide repeats 2";25,5545201117851
"ENSG00000230479";"CLDN14-AS1";"CLDN14 antisense RNA 1";25,4121926969875
"ENSG00000124882";"EREG";"epiregulin";25,0531963455497
"ENSG00000135046";"ANXA1";"annexin A1";25,0263175540116
"ENSG00000182795";"C1orf116";"chromosome 1 open reading frame 116";24,8769817684243
"ENSG00000293469";"CHMP1B2P";"charged multivesicular body protein 1B2, pseudogene";24,8119013263041
"ENSG00000124479";"NDP";"norrin cystine knot growth factor NDP";24,8119013263041
"ENSG00000152377";"SPOCK1";"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1";24,7803214210035
"ENSG00000197467";"COL13A1";"collagen type XIII alpha 1 chain";24,5946911106351
"ENSG00000185614";"INKA1";"inka box actin regulator 1";24,567287370768
"ENSG00000162426";"SLC45A1";"solute carrier family 45 member 1";24,567287370768
"ENSG00000251179";"TMEM92-AS1";"TMEM92 antisense RNA 1";24,3192522646136
"ENSG00000215182";"MUC5AC";"mucin 5AC, oligomeric mucus/gel-forming";24,3192522646136
"ENSG00000008513";"ST3GAL1";"ST3 beta-galactoside alpha-2,3-sialyltransferase 1";24,170715284855
"ENSG00000185942";"NKAIN3";"sodium/potassium transporting ATPase interacting 3";24,0676888224891
"ENSG00000185479";"KRT6B";"keratin 6B";24,0676888224891
"ENSG00000228203";"GRASLND";"glycosaminoglycan regulatory associated long non-coding RNA";24,0676888224891
"ENSG00000174807";"CD248";"CD248 molecule";24,0676888224891
"ENSG00000183850";"ZNF730";"zinc finger protein 730";24,0441137242829
"ENSG00000164509";"IL31RA";"interleukin 31 receptor A";24,0352273215574
"ENSG00000187800";"PEAR1";"platelet endothelial aggregation receptor 1";24,0169208972697
"ENSG00000128052";"KDR";"kinase insert domain receptor";23,9404478324546
"ENSG00000246548";"LINC02288";"long intergenic non-protein coding RNA 2288";23,8124845544465
"ENSG00000006555";"TTC22";"tetratricopeptide repeat domain 22";23,8124845544465
"ENSG00000142698";"C1orf94";"chromosome 1 open reading frame 94";23,8124845544465
"ENSG00000137440";"FGFBP1";"fibroblast growth factor binding protein 1";23,6853091575547
"ENSG00000179869";"ABCA13";"ATP binding cassette subfamily A member 13";23,6784270997795
"ENSG00000121904";"CSMD2";"CUB and Sushi multiple domains 2";23,5688169784059
"ENSG00000166897";"ELFN2";"extracellular leucine rich repeat and fibronectin type III domain containing 2";23,5621319471784
"ENSG00000204262";"COL5A2";"collagen type V alpha 2 chain";23,5493811246973
"ENSG00000184254";"ALDH1A3";"aldehyde dehydrogenase 1 family member A3";23,300523820521
"ENSG00000135083";"CCNJL";"cyclin J like";23,287109163788
"ENSG00000245954";"LINC02273";"long intergenic non-protein coding RNA 2273";23,1072145029794
"ENSG00000156453";"PCDH1";"protocadherin 1";23,0668151346571
"ENSG00000132688";"NES";"nestin";22,9802312170008
"ENSG00000027869";"SH2D2A";"SH2 domain containing 2A";22,9219533029364
"ENSG00000182931";"WFDC10B";"WAP four-disulfide core domain 10B";22,8523288666386
"ENSG00000232023";"LINC01807";"long intergenic non-protein coding RNA 1807";22,8373404318454
"ENSG00000306634";"LOC105372636";"uncharacterized LOC105372636";22,8373404318454
"ENSG00000101280";"ANGPT4";"angiopoietin 4";22,8373404318454
"ENSG00000110876";"SELPLG";"selectin P ligand";22,8373404318454
"ENSG00000281131";"SCHLAP1";"SWI/SNF complex antagonist associated with prostate cancer 1";22,5868140924735
"ENSG00000297316";"LOC105371960";"uncharacterized LOC105371960";22,5632061704512
"ENSG00000170162";"VGLL2";"vestigial like family member 2";22,5632061704512
"ENSG00000105825";"TFPI2";"tissue factor pathway inhibitor 2";22,5594042381493
"ENSG00000156587";"UBE2L6";"ubiquitin conjugating enzyme E2 L6";22,419996965694
"ENSG00000228058";"LINC01736";"long intergenic non-protein coding RNA 1736";22,2846604422664
"ENSG00000105388";"CEACAM5";"CEA cell adhesion molecule 5";22,2846604422664
"ENSG00000133710";"SPINK5";"serine peptidase inhibitor Kazal type 5";22,2846604422664
"ENSG00000155918";"RAET1L";"retinoic acid early transcript 1L";22,2846604422664
"ENSG00000146678";"IGFBP1";"insulin like growth factor binding protein 1";22,2846604422664
"ENSG00000166265";"CYYR1";"cysteine and tyrosine rich 1";22,0015434627521
"ENSG00000188738";"FSIP2";"fibrous sheath interacting protein 2";22,0015434627521
"ENSG00000042493";"CAPG";"capping actin protein, gelsolin like";21,9033415498734
"ENSG00000146674";"IGFBP3";"insulin like growth factor binding protein 3";21,8373035556825
"ENSG00000104689";"TNFRSF10A";"TNF receptor superfamily member 10a";21,8134884553392
"ENSG00000213366";"GSTM2";"glutathione S-transferase mu 2";21,7771652511928
"ENSG00000171345";"KRT19";"keratin 19";21,758667111412
"ENSG00000106484";"MEST";"mesoderm specific transcript";21,738397444866
"ENSG00000271605";"MILR1";"mast cell immunoglobulin like receptor 1";21,7176013298191
"ENSG00000237813";"CAV2-DT";"CAV2 divergent transcript";21,7136862776054
"ENSG00000162645";"GBP2";"guanylate binding protein 2";21,7136862776054
"ENSG00000125571";"IL37";"interleukin 37";21,7136862776054
"ENSG00000197632";"SERPINB2";"serpin family B member 2";21,7136862776054
"ENSG00000163359";"COL6A3";"collagen type VI alpha 3 chain";21,690395038367
"ENSG00000137801";"THBS1";"thrombospondin 1";21,6390420336585
"ENSG00000019549";"SNAI2";"snail family transcriptional repressor 2";21,5983183504623
"ENSG00000304140";"LOC107986852";"uncharacterized LOC107986852";21,4209100347977
"ENSG00000128254";"YWHAH-AS1";"YWHAH antisense RNA 1";21,4209100347977
"ENSG00000275713";"H2BC9";"H2B clustered histone 9";21,4209100347977
"ENSG00000164430";"CGAS";"cyclic GMP-AMP synthase";21,360134524385
"ENSG00000181982";"CCDC149";"coiled-coil domain containing 149";21,2886183561226
"ENSG00000242781";"LINC02050";"long intergenic non-protein coding RNA 2050";21,1230251822658
