"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000005893";2,47912851479316;2,67779079009699e-145;2,82143277754108e-143;"LAMP2";"X";120426148;120469349;"-";43202;"protein_coding";"lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"ENSG00000006015";1,61190727890565;7,1352152640815e-08;2,56780496189347e-07;"REX1BD";"19";18588685;18592337;"+";3653;"protein_coding";"required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]"
"ENSG00000006062";2,45212558592891;1,92508675686584e-45;3,60299406282269e-44;"MAP3K14";"17";45263119;45317064;"-";53946;"protein_coding";"mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"ENSG00000006118";1,43090205889541;3,77632089753136e-28;4,14521037941883e-27;"TMEM132A";"11";60924441;60937159;"+";12719;"protein_coding";"transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
"ENSG00000006327";3,13216476537582;8,54837585425265e-153;1,03483849259744e-150;"TNFRSF12A";"16";3020312;3022383;"+";2072;"protein_coding";"TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"
"ENSG00000006459";1,32706110346807;0,00348651223927638;0,0071986545799212;"KDM7A";"7";140084746;140176941;"-";92196;"protein_coding";"lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]"
"ENSG00000006468";11,3614220913052;9,04907819498469e-15;5,39122916964027e-14;"ETV1";"7";13891229;13991425;"-";100197;"protein_coding";"ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]"
"ENSG00000006625";1,04660822833481;2,26765718419351e-14;1,31431716390489e-13;"GGCT";"7";30496621;30504841;"-";8221;"protein_coding";"gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]"
"ENSG00000006638";8,41951314468081;7,04484734470092e-08;2,53742349286136e-07;"TBXA2R";"19";3594506;3608749;"-";14244;"protein_coding";"thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]"
"ENSG00000006652";1,22855334168898;4,9248612020609e-33;6,40231956267917e-32;"IFRD1";"7";112423144;112477940;"+";54797;"protein_coding";"interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]"
"ENSG00000006756";2,74859081128542;7,94747781915605e-08;2,84214328294939e-07;"ARSD";"X";2903970;2929375;"-";25406;"protein_coding";"arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]"
"ENSG00000007372";3,96280085056549;1,49158475652554e-46;2,85744783491968e-45;"PAX6";"11";31784792;31817961;"-";33170;"protein_coding";"paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]"
"ENSG00000008282";1,02724554927756;5,22293867085138e-21;4,30262259521053e-20;"SYPL1";"7";106090368;106112647;"-";22280;"protein_coding";"synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]"
"ENSG00000008394";1,40543511183365;1,16825499992359e-28;1,29993119906752e-27;"MGST1";"12";16347142;16377189;"+";30048;"protein_coding";"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
"ENSG00000008441";7,43109787873344;2,61718367980294e-104;1,56746344668619e-102;"NFIX";"19";12995512;13098796;"+";103285;"protein_coding";"nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]"
"ENSG00000009694";3,68509187033649;0,000109683973169976;0,000282084637341919;"TENM1";"X";124375903;125204381;"-";828479;"protein_coding";"teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]"
"ENSG00000010219";1,92229887332068;6,34652892957841e-12;3,1281808345069e-11;"DYRK4";"12";4590072;4613888;"+";23817;"protein_coding";"dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]"
"ENSG00000010270";1,34220866348985;2,07814863128693e-21;1,74997133633136e-20;"STARD3NL";"7";38178206;38230671;"+";52466;"protein_coding";"STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]"
"ENSG00000010318";1,96507442459821;3,37276298105499e-10;1,46898931675498e-09;"PHF7";"3";52410508;52423641;"+";13134;"protein_coding";"PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]"
"ENSG00000010361";4,24325492678758;5,09823626230219e-06;1,53613053417892e-05;"FUZ";"19";49806866;49817376;"-";10511;"protein_coding";"fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]"
"ENSG00000010404";2,51548960050748;2,31308381533043e-79;9,20326984705715e-78;"IDS";"X";149476990;149505354;"-";28365;"protein_coding";"iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]"
"ENSG00000010704";1,27645638445957;2,49442689541125e-05;6,94120845741352e-05;"HFE";"6";26087281;26096216;"+";8936;"protein_coding";"homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]"
"ENSG00000010803";1,2640826107;1,72959380413263e-12;8,90302673182745e-12;"SCMH1";"1";41027199;41242154;"-";214956;"protein_coding";"Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]"
"ENSG00000010810";4,06363581620095;2,79560585602125e-30;3,28637715953352e-29;"FYN";"6";111660332;111873452;"-";213121;"protein_coding";"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]"
"ENSG00000010818";3,99329456981368;1,91241192278546e-60;5,27349904846931e-59;"HIVEP2";"6";142751467;142945756;"-";194290;"protein_coding";"HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]"
"ENSG00000011028";3,5735658506099;2,65944720286132e-110;1,73259940097862e-108;"MRC2";"17";62627401;62693601;"+";66201;"protein_coding";"mannose receptor C-type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
"ENSG00000011198";1,5745219962197;6,45701707281739e-25;6,2303462077965e-24;"ABHD5";"3";43690870;43734371;"+";43502;"protein_coding";"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]"
"ENSG00000011422";7,39236752736363;2,67147147127154e-202;4,95645071121021e-200;"PLAUR";"19";43646095;43670346;"-";24252;"protein_coding";"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]"
"ENSG00000011426";2,27301005015391;7,3740084447657e-178;1,15474266186886e-175;"ANLN";"7";36389803;36453791;"+";63989;"protein_coding";"anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]"
"ENSG00000011451";1,11388232266227;3,60202735484002e-16;2,32713871762923e-15;"WIZ";"19";15421507;15449951;"-";28445;"protein_coding";"WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917]"
"ENSG00000011677";2,48076256867562;0,000142214534128081;0,00036010382480822;"GABRA3";"X";152166234;152451359;"-";285126;"protein_coding";"gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]"
"ENSG00000012061";2,82651574106533;2,09973160449637e-43;3,68727559229922e-42;"ERCC1";"19";45407333;45478866;"-";71534;"protein_coding";"ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]"
"ENSG00000012660";1,26545792567963;1,86691019694785e-47;3,67971017918047e-46;"ELOVL5";"6";53267398;53349179;"-";81782;"protein_coding";"ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]"
"ENSG00000012817";10,8210183131474;1,714758430972e-13;9,40225237978193e-13;"KDM5D";"Y";19705415;19745341;"-";39927;"protein_coding";"lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]"
"ENSG00000012963";1,58681864926819;0,0155695935223505;0,0286407362682402;"UBR7";"14";93207056;93229215;"+";44320;"protein_coding";"ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]"
"ENSG00000013016";6,60496389068495;2,25208103481694e-05;6,30279901349243e-05;"EHD3";"2";31234014;31269451;"+";35438;"protein_coding";"EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]"
"ENSG00000013364";1,51045350372908;8,29683293063202e-21;6,78575185879051e-20;"MVP";"16";29820394;29848039;"+";27646;"protein_coding";"major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]"
"ENSG00000013619";7,64016816192578;5,03175119169384e-45;9,24509807223058e-44;"MAMLD1";"X";150361564;150514178;"+";152615;"protein_coding";"mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]"
"ENSG00000014824";1,33362134163095;4,43667061085006e-30;5,17278214867484e-29;"SLC30A9";"4";41990502;42087534;"+";97033;"protein_coding";"solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]"
"ENSG00000014914";3,07130891585916;5,7351375021174e-11;2,65077340979263e-10;"MTMR11";"1";149928651;149938329;"-";9679;"protein_coding";"myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]"
"ENSG00000016864";1,07800932927117;1,67782290811509e-11;8,04685563883575e-11;"GLT8D1";"3";52694484;52706083;"-";11600;"protein_coding";"glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]"
"ENSG00000018236";4,92915437798819;0,000460745494750202;0,00109062055885331;"CNTN1";"12";40692429;41072412;"+";379984;"protein_coding";"contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]"
"ENSG00000018869";8,70719710474985;1,91302416509308e-08;7,22420563583489e-08;"ZNF582";"19";56382751;56393601;"-";10851;"protein_coding";"zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]"
"ENSG00000019549";11,1468497574216;5,98512720002469e-14;3,38278596613316e-13;"SNAI2";"8";48917677;48921440;"-";3764;"protein_coding";"snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]"
"ENSG00000020181";3,14122275764367;3,23022564032285e-18;2,32644394323505e-17;"ADGRA2";"8";37796883;37843986;"+";47104;"protein_coding";"adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]"
"ENSG00000021762";5,51358014135442;0,00300510079552539;0,00626530664209391;"OSBPL5";"11";3087116;3165352;"-";78237;"protein_coding";"oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]"
"ENSG00000021826";2,92740239200803;2,80078463659353e-41;4,64141679242864e-40;"CPS1";"2";210477682;210679107;"+";201426;"protein_coding";"carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]"
"ENSG00000022267";6,65504622119364;2,1983465608254e-68;7,12022342442672e-67;"FHL1";"X";136146702;136211359;"+";64658;"protein_coding";"four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]"
"ENSG00000022976";1,226826269956;6,34528079853128e-08;2,29319495977409e-07;"ZNF839";"14";102317377;102343174;"+";25798;"protein_coding";"zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]"
"ENSG00000023445";2,55854890997272;6,60903057770162e-07;2,16983156243103e-06;"BIRC3";"11";102317373;102339403;"+";22031;"protein_coding";"baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]"
"ENSG00000023608";5,07039844487444;4,28805529032779e-128;3,58788312502966e-126;"SNAPC1";"14";61762357;61796428;"+";34072;"protein_coding";"small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]"
"ENSG00000023902";4,69567189092563;2,67121869257858e-51;5,80828431383743e-50;"PLEKHO1";"1";150149434;150160065;"+";10632;"protein_coding";"pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]"
"ENSG00000023909";2,52012270604524;5,60007429464785e-108;3,55344491209458e-106;"GCLM";"1";93885199;93910370;"-";25172;"protein_coding";"glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]"
"ENSG00000024422";2,7140519015691;5,54187016180473e-83;2,36485454479612e-81;"EHD2";"19";47713344;47743134;"+";29791;"protein_coding";"EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]"
"ENSG00000024526";1,62082508801276;1,15474886297372e-53;2,67441090123452e-52;"DEPDC1";"1";68474152;68497221;"-";23070;"protein_coding";"DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]"
"ENSG00000025039";4,75249824139512;8,33647804680142e-20;6,52431654199237e-19;"RRAGD";"6";89363509;89412276;"-";48768;"protein_coding";"Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]"
"ENSG00000026025";9,37179063260079;5,20126439363997e-70;1,72389091136001e-68;"VIM";"10";17228210;17237597;"+";9388;"protein_coding";"vimentin [Source:HGNC Symbol;Acc:HGNC:12692]"
"ENSG00000026103";5,97759983451787;1,13678988343616e-25;1,13142078835987e-24;"FAS";"10";88968429;89017061;"+";48633;"protein_coding";"Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]"
"ENSG00000026508";5,57056643468733;0;0;"CD44";"11";35138870;35232402;"+";93533;"protein_coding";"CD44 molecule (IN blood group) [Source:HGNC Symbol;Acc:HGNC:1681]"
"ENSG00000026559";4,2852531833309;3,38208585779031e-07;1,14224027516072e-06;"KCNG1";"20";51003656;51023176;"-";19521;"protein_coding";"potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]"
"ENSG00000026652";1,85482531076176;1,75329274247317e-13;9,60428556523571e-13;"AGPAT4";"6";161129980;161274108;"-";144129;"protein_coding";"1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]"
"ENSG00000026950";3,5574884108855;3,01636843712439e-17;2,06275612392933e-16;"BTN3A1";"6";26402237;26415216;"+";12980;"protein_coding";"butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]"
"ENSG00000029153";2,89548514810006;1,95229479821577e-41;3,25109462543854e-40;"ARNTL2";"12";27332854;27425813;"+";92960;"protein_coding";"basic helix-loop-helix ARNT like 2 [Source:HGNC Symbol;Acc:HGNC:18984]"
"ENSG00000029725";1,10978779837528;3,44117517629849e-18;2,4721135978215e-17;"RABEP1";"17";5282263;5386340;"+";104078;"protein_coding";"rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]"
"ENSG00000029993";1,05743520654528;2,07829614243421e-16;1,35502050631052e-15;"HMGB3";"X";150980508;150990775;"+";10268;"protein_coding";"high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]"
"ENSG00000031081";4,01344041927875;5,29359229640897e-48;1,0580366148408e-46;"ARHGAP31";"3";119294289;119419476;"+";125188;"protein_coding";"Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]"
"ENSG00000031691";2,78260843360142;1,52167299486432e-88;7,03887163938726e-87;"CENPQ";"6";49463327;49493107;"+";29781;"protein_coding";"centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]"
"ENSG00000032444";1,722838573605;6,0732097239794e-37;8,8905331714069e-36;"PNPLA6";"19";7534152;7561767;"+";27616;"protein_coding";"patatin like domain 6, lysophospholipase  [Source:HGNC Symbol;Acc:HGNC:16268]"
"ENSG00000033100";1,49331433850837;7,96751187790919e-31;9,59756247311447e-30;"CHPF2";"7";151232489;151238827;"+";6339;"protein_coding";"chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]"
"ENSG00000033170";1,09329974403088;1,45656154849852e-12;7,53623797251326e-12;"FUT8";"14";65410592;65744122;"+";333531;"protein_coding";"fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]"
"ENSG00000033867";2,52042719881837;4,22485412463978e-49;8,68843795825017e-48;"SLC4A7";"3";27372721;27484420;"-";111700;"protein_coding";"solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]"
"ENSG00000034053";8,03494380018467;7,07741601367178e-07;2,3169239343568e-06;"APBA2";"15";28885479;29118315;"+";662531;"protein_coding";"amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]"
"ENSG00000035862";1,58597072238454;1,26530699009469e-47;2,49971354327849e-46;"TIMP2";"17";78852977;78925390;"-";72414;"protein_coding";"TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]"
"ENSG00000036549";1,19824678123059;4,17271070709046e-18;2,98257952509745e-17;"ZZZ3";"1";77561526;77683440;"-";121915;"protein_coding";"zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]"
"ENSG00000038002";1,34856309207273;1,94968944056327e-08;7,35940934563789e-08;"AGA";"4";177430774;177442503;"-";11730;"protein_coding";"aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]"
"ENSG00000038210";1,24721518947855;3,19412286515916e-15;1,9457702778516e-14;"PI4K2B";"4";25234031;25279209;"+";45179;"protein_coding";"phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:18215]"
"ENSG00000038274";1,23317235044524;8,48439130313192e-27;8,83049238738773e-26;"MAT2B";"5";163503064;163519353;"+";16290;"protein_coding";"methionine adenosyltransferase 2 non-catalytic beta subunit [Source:HGNC Symbol;Acc:HGNC:6905]"
"ENSG00000038382";1,56193081899523;5,39571424726119e-74;1,91873846846877e-72;"TRIO";"5";14143350;14510204;"+";366855;"protein_coding";"trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]"
"ENSG00000038427";6,042794736088;0;0;"VCAN";"5";83471674;83582303;"+";110630;"protein_coding";"versican [Source:HGNC Symbol;Acc:HGNC:2464]"
"ENSG00000038945";2,67909140525989;0,0178729704795814;0,0324753814260139;"MSR1";"8";16107878;16192791;"-";84914;"protein_coding";"macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]"
"ENSG00000039139";3,19975484296164;8,30606099866286e-06;2,44568147638738e-05;"DNAH5";"5";13690328;14011829;"-";321502;"protein_coding";"dynein axonemal heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:2950]"
"ENSG00000040731";5,6547442883772;0,00909671867455774;0,0175369201554129;"CDH10";"5";24487100;24644978;"-";157879;"protein_coding";"cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]"
"ENSG00000041353";5,50520762827745;5,28775199042763e-14;3,00554907507856e-13;"RAB27B";"18";54717842;54895516;"+";177675;"protein_coding";"RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]"
"ENSG00000041515";3,80755795165789;1,54417296393789e-05;4,40760674271837e-05;"MYO16";"13";108495729;109208007;"+";804064;"protein_coding";"myosin XVI [Source:HGNC Symbol;Acc:HGNC:29822]"
"ENSG00000041880";1,106545529456;0,000169918166263565;0,000426206198376605;"PARP3";"3";51942277;51948867;"+";6591;"protein_coding";"poly(ADP-ribose) polymerase family member 3 [Source:HGNC Symbol;Acc:HGNC:273]"
"ENSG00000041982";6,41515119584535;0;0;"TNC";"9";115019575;115118257;"-";98683;"protein_coding";"tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]"
"ENSG00000043355";3,62391658776021;2,05229499021247e-14;1,19395443721665e-13;"ZIC2";"13";99981756;99986773;"+";5018;"protein_coding";"Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]"
"ENSG00000044459";3,7502362441964;5,81987505442668e-41;9,52439571467009e-40;"CNTLN";"9";17134991;17510020;"+";375030;"protein_coding";"centlein [Source:HGNC Symbol;Acc:HGNC:23432]"
"ENSG00000044524";9,63828547072055;3,96532911447818e-48;7,95349032374007e-47;"EPHA3";"3";89107524;89482134;"+";374611;"protein_coding";"EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]"
"ENSG00000047597";5,93568437191894;2,22005663795441e-12;1,13049363822326e-11;"XK";"X";37685686;37732130;"+";46445;"protein_coding";"X-linked Kx blood group antigen, Kell and VPS13A binding protein [Source:HGNC Symbol;Acc:HGNC:12811]"
"ENSG00000047644";1,65333802689608;6,43808317653839e-18;4,5522635352251e-17;"WWC3";"X";10015755;10144478;"+";128724;"protein_coding";"WWC family member 3 [Source:HGNC Symbol;Acc:HGNC:29237]"
"ENSG00000047932";1,27443342818711;4,43710083832864e-12;2,20742856920523e-11;"GOPC";"6";117560269;117602542;"-";42274;"protein_coding";"golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643]"
"ENSG00000047936";5,74647338363181;0,00064390093442115;0,00149188883529722;"ROS1";"6";117287918;117426065;"-";138148;"protein_coding";"ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]"
"ENSG00000048052";5,59828139279408;8,87882108340139e-60;2,40942125711571e-58;"HDAC9";"7";18086942;19002416;"+";915475;"protein_coding";"histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]"
"ENSG00000048140";1,12861332819067;6,62229969749082e-13;3,50173585924630e-12;"TSPAN17";"5";176647387;176659058;"+";11672;"protein_coding";"tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]"
"ENSG00000048342";1,50440072943442;9,72534112468455e-14;5,43555493311201e-13;"CC2D2A";"4";15468660;15601971;"+";133312;"protein_coding";"coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]"
"ENSG00000048405";1,41461576380608;2,10642958343464e-25;2,07830326934369e-24;"ZNF800";"7";127342871;127392798;"-";49928;"protein_coding";"zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]"
"ENSG00000048471";1,41714644885719;0,000230708552330831;0,000568741230464319;"SNX29";"16";11976734;12574289;"+";597556;"protein_coding";"sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542]"
"ENSG00000048540";2,77561269868808;0,00180380121210922;0,00390080867724469;"LMO3";"12";16548372;16610233;"-";61862;"protein_coding";"LIM domain only 3 [Source:HGNC Symbol;Acc:HGNC:6643]"
"ENSG00000048544";1,01549478946552;3,41733585344397e-15;2,07951891915989e-14;"MRPS10";"6";42206801;42217895;"-";11095;"protein_coding";"mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:14502]"
"ENSG00000048828";1,61095747310579;1,1877463309182e-68;3,85430458601574e-67;"FAM120A";"9";93451696;93566115;"+";114420;"protein_coding";"family with sequence similarity 120 member A [Source:HGNC Symbol;Acc:HGNC:13247]"
"ENSG00000049192";6,82357397003258;1,69671161219823e-62;4,90867296756129e-61;"ADAMTS6";"5";65148736;65482663;"-";333928;"protein_coding";"ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]"
"ENSG00000049449";1,3260457230411;1,01568672556487e-48;2,0712970990044e-47;"RCN1";"11";32090931;32105726;"+";14796;"protein_coding";"reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934]"
"ENSG00000049759";1,38874770842368;2,14156898745892e-05;6,01161170068184e-05;"NEDD4L";"18";58044234;58401540;"+";357307;"protein_coding";"NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]"
"ENSG00000050165";2,83094927314691;1,78048259647048e-134;1,61654560846567e-132;"DKK3";"11";11962996;12009827;"-";46832;"protein_coding";"dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]"
"ENSG00000051128";3,39453417209011;3,74285433695556e-78;1,46194006126989e-76;"HOMER3";"19";18929201;18941258;"-";12058;"protein_coding";"homer scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]"
"ENSG00000052841";1,14660569121888;4,0289782447718e-27;4,24510059629691e-26;"TTC17";"11";43358885;43494933;"+";136049;"protein_coding";"tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596]"
"ENSG00000052850";2,40107008139941;0,00763834864194857;0,0149294598613787;"ALX4";"11";44260728;44310166;"-";49439;"protein_coding";"ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450]"
"ENSG00000053254";2,09491389100545;3,89266143538231e-42;6,57859782579611e-41;"FOXN3";"14";89156172;89619150;"-";462979;"protein_coding";"forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]"
"ENSG00000054277";1,17800099824614;1,77832884105901e-05;5,03722120611289e-05;"OPN3";"1";241593150;241640399;"-";47250;"protein_coding";"opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]"
